Número de trade;Instrumento;Cuenta;Estrategia;Mercado pos.;Cant.;Precio de entrada;Precio de salida;Tiempo de entrada;Tiempo de salida;Nombre de entrada;Nombre de salida;Ganancias;Con ganancia neto;Comisión;MAE;MFE;ETD;Barras;
365;MNQ 03-26;SimReFlash;prueba;Short;2;25373,25;25398,25;18/12/2025 17:32:44;18/12/2025 17:36:48;Entry;Stop3;-102,44 $;-467,20 $;2,44 $;100,00 $;15,00 $;117,44 $;0;
366;MNQ 03-26;SimReFlash;prueba;Short;2;25373,25;25398,25;18/12/2025 17:32:44;18/12/2025 17:36:48;Entry;Stop4;-102,44 $;-569,64 $;2,44 $;100,00 $;15,00 $;117,44 $;0;
367;MNQ 03-26;SimReFlash;prueba;Short;2;25393,00;25390,50;18/12/2025 17:38:02;18/12/2025 17:57:13;Entry;Stop3;7,56 $;-562,08 $;2,44 $;71,00 $;150,00 $;142,44 $;0;
368;MNQ 03-26;APEX4193400000012;;Short;1;25392,00;25371,50;18/12/2025 17:37:55;18/12/2025 18:01:24;;;39,96 $;-522,12 $;1,04 $;41,00 $;41,00 $;1,04 $;0;
369;MNQ 03-26;APEX4193400000012;;Short;1;25399,75;25371,50;18/12/2025 17:38:32;18/12/2025 18:01:25;;;55,46 $;-466,66 $;1,04 $;56,50 $;56,50 $;1,04 $;0;
370;MNQ 03-26;SimReFlash;prueba;Short;2;25393,00;25368,75;18/12/2025 17:38:02;18/12/2025 18:01:53;Entry;Stop4;94,56 $;-372,10 $;2,44 $;71,00 $;150,00 $;55,44 $;0;
371;MNQ 03-26;SimReFlash;prueba;Short;1;25393,00;25355,50;18/12/2025 17:38:02;18/12/2025 18:04:17;Entry;Target1;73,78 $;-298,32 $;1,22 $;35,50 $;75,00 $;1,22 $;0;
372;MNQ 03-26;SimReFlash;prueba;Short;1;25393,00;25355,50;18/12/2025 17:38:02;18/12/2025 18:04:17;Entry;Target2;73,78 $;-224,54 $;1,22 $;35,50 $;75,00 $;1,22 $;0;
373;MNQ 03-26;APEX4193400000012;;Short;1;25400,25;25338,00;18/12/2025 17:39:08;18/12/2025 18:05:36;;;123,46 $;-101,08 $;1,04 $;124,50 $;124,50 $;1,04 $;0;
374;MNQ 03-26;APEX4193400000012;;Short;1;25372,25;25336,25;18/12/2025 18:01:01;18/12/2025 18:05:38;;;70,96 $;-30,12 $;1,04 $;72,00 $;72,00 $;1,04 $;0;
375;MNQ 03-26;APEX4193400000012;;Short;1;25337,25;25335,00;18/12/2025 18:05:22;18/12/2025 18:05:49;;;3,46 $;-26,66 $;1,04 $;4,50 $;4,50 $;1,04 $;0;
376;MNQ 03-26;APEX4193400000012;;Short;1;25320,25;25298,75;18/12/2025 18:06:23;18/12/2025 18:07:42;;;41,96 $;15,30 $;1,04 $;43,00 $;43,00 $;1,04 $;0;
377;MNQ 03-26;PAAPEX4193400000001;;Long;1;25308,00;25314,25;18/12/2025 21:29:55;18/12/2025 21:34:29;;;11,46 $;26,76 $;1,04 $;11,00 $;24,50 $;13,04 $;0;
378;MNQ 03-26;PAAPEX4193400000001;;Long;1;25308,00;25320,25;18/12/2025 21:29:55;18/12/2025 21:34:53;;;23,46 $;50,22 $;1,04 $;11,00 $;24,50 $;1,04 $;0;
379;MNQ 03-26;PAAPEX4193400000001;;Long;1;25308,00;25313,50;18/12/2025 21:29:55;18/12/2025 21:35:31;;;9,96 $;60,18 $;1,04 $;11,00 $;24,50 $;14,54 $;0;
380;MNQ 03-26;PAAPEX4193400000001;;Long;5;25312,75;25315,75;18/12/2025 21:36:10;18/12/2025 21:36:40;;;24,80 $;84,98 $;5,20 $;30,00 $;30,00 $;5,20 $;0;
381;MNQ 03-26;APEX4193400000012;;Long;1;25302,50;25311,50;18/12/2025 21:29:12;18/12/2025 21:38:24;;;16,96 $;101,94 $;1,04 $;18,00 $;18,00 $;1,04 $;0;
382;MNQ 03-26;Sim101;;Short;1;25368,25;25368,00;19/12/2025 8:17:26;19/12/2025 8:17:28;;Cerrar;-0,72 $;101,22 $;1,22 $;0,00 $;2,00 $;2,72 $;0;
383;MNQ 03-26;Sim101;;Short;3;25368,25;25368,25;19/12/2025 8:17:26;19/12/2025 8:17:28;;Cerrar;-3,66 $;97,56 $;3,66 $;0,00 $;6,00 $;9,66 $;0;
384;MNQ 03-26;Sim101;;Short;2;25368,00;25368,25;19/12/2025 8:17:26;19/12/2025 8:17:28;;Cerrar;-3,44 $;94,12 $;2,44 $;1,00 $;3,00 $;6,44 $;0;
385;MNQ 03-26;PAAPEX4193400000001;;Short;1;25360,75;25349,50;19/12/2025 8:13:57;19/12/2025 8:21:38;;;21,46 $;115,58 $;1,04 $;13,00 $;22,50 $;1,04 $;0;
386;MNQ 03-26;PAAPEX4193400000001;;Short;1;25360,75;25351,00;19/12/2025 8:13:57;19/12/2025 8:21:41;;;18,46 $;134,04 $;1,04 $;13,00 $;22,50 $;4,04 $;0;
387;MNQ 03-26;PAAPEX4193400000001;;Short;1;25360,75;25350,75;19/12/2025 8:13:57;19/12/2025 8:23:35;;;18,96 $;153,00 $;1,04 $;13,00 $;22,50 $;3,54 $;0;
388;MNQ 03-26;PAAPEX4193400000001;;Short;1;25360,75;25350,75;19/12/2025 8:13:57;19/12/2025 8:23:36;;;18,96 $;171,96 $;1,04 $;13,00 $;22,50 $;3,54 $;0;
389;MNQ 03-26;PAAPEX4193400000001;;Short;2;25360,75;25354,25;19/12/2025 8:13:57;19/12/2025 8:25:46;;;23,92 $;195,88 $;2,08 $;26,00 $;45,00 $;21,08 $;0;
390;MNQ 03-26;PAAPEX4193400000001;;Short;1;25349,25;25354,25;19/12/2025 8:21:35;19/12/2025 8:25:46;;;-11,04 $;184,84 $;1,04 $;10,00 $;10,00 $;21,04 $;0;
391;MNQ 03-26;Sim101;;Short;1;25353,75;25345,50;19/12/2025 8:26:16;19/12/2025 8:37:18;Entry;Stop3;15,28 $;200,12 $;1,22 $;7,00 $;64,50 $;49,22 $;0;
392;MNQ 03-26;Sim101;;Short;1;25353,75;25345,75;19/12/2025 8:26:16;19/12/2025 8:37:18;Entry;Stop3;14,78 $;214,90 $;1,22 $;7,00 $;64,50 $;49,72 $;0;
393;MNQ 03-26;Sim101;;Short;1;25353,75;25326,00;19/12/2025 8:26:16;19/12/2025 8:48:23;Entry;Stop2;54,28 $;269,18 $;1,22 $;7,00 $;64,50 $;10,22 $;0;
394;MNQ 03-26;Sim101;;Short;1;25353,50;25326,00;19/12/2025 8:26:16;19/12/2025 8:48:23;Entry;Stop2;53,78 $;322,96 $;1,22 $;7,50 $;64,00 $;10,22 $;0;
395;MNQ 03-26;Sim101;;Short;2;25353,50;25348,25;19/12/2025 8:26:16;19/12/2025 8:59:53;Entry;Stop1;18,56 $;341,52 $;2,44 $;15,00 $;128,00 $;109,44 $;0;
396;MNQ 03-26;SimReFlash;;Long;2;25368,75;25381,50;19/12/2025 9:02:25;19/12/2025 9:47:35;Entry;SimStop3;48,56 $;390,08 $;2,44 $;103,00 $;99,00 $;50,44 $;0;
397;MNQ 03-26;SimReFlash;;Long;1;25368,75;25343,50;19/12/2025 9:02:25;19/12/2025 12:06:16;Entry;Stop1;-51,72 $;338,36 $;1,22 $;51,50 $;49,50 $;101,22 $;0;
398;MNQ 03-26;SimReFlash;;Long;1;25369,00;25343,50;19/12/2025 9:02:25;19/12/2025 12:06:16;Entry;Stop1;-52,22 $;286,14 $;1,22 $;52,00 $;49,00 $;101,22 $;0;
399;MNQ 03-26;SimReFlash;;Long;2;25369,00;25343,50;19/12/2025 9:02:25;19/12/2025 12:06:16;Entry;Stop2;-104,44 $;181,70 $;2,44 $;104,00 $;98,00 $;202,44 $;0;
400;MNQ 03-26;APEX4193400000012;;Short;2;25374,00;25349,00;19/12/2025 15:23:48;19/12/2025 15:25:21;;;97,92 $;279,62 $;2,08 $;100,00 $;100,00 $;2,08 $;0;
401;MNQ 03-26;PAAPEX4193400000001;;Long;1;25367,00;25383,50;19/12/2025 15:30:20;19/12/2025 15:30:27;;;31,96 $;311,58 $;1,04 $;33,00 $;33,00 $;1,04 $;0;
402;MNQ 03-26;APEX4193400000012;;Long;1;25435,25;25447,00;19/12/2025 15:38:36;19/12/2025 15:38:56;;;22,46 $;334,04 $;1,04 $;14,50 $;49,00 $;26,54 $;0;
403;MNQ 03-26;APEX4193400000012;;Long;1;25435,25;25459,75;19/12/2025 15:38:36;19/12/2025 15:39:11;;;47,96 $;382,00 $;1,04 $;14,50 $;49,00 $;1,04 $;0;
404;MNQ 03-26;APEX4193400000012;;Long;1;25435,25;25442,50;19/12/2025 15:38:36;19/12/2025 15:40:45;;;13,46 $;395,46 $;1,04 $;14,50 $;49,00 $;35,54 $;0;
405;MNQ 03-26;SimBot;prueba;Long;1;25441,50;25479,00;19/12/2025 15:41:32;19/12/2025 15:43:04;Entry;Target1;73,78 $;469,24 $;1,22 $;2,50 $;86,00 $;12,22 $;0;
406;MNQ 03-26;APEX4193400000012;;Short;1;25570,75;25556,25;19/12/2025 16:01:25;19/12/2025 16:03:56;;;27,96 $;497,20 $;1,04 $;29,00 $;53,00 $;25,04 $;0;
407;MNQ 03-26;APEX4193400000012;;Short;1;25570,75;25545,75;19/12/2025 16:01:25;19/12/2025 16:07:38;;;48,96 $;546,16 $;1,04 $;29,00 $;53,00 $;4,04 $;0;
408;MNQ 03-26;APEX4193400000012;;Short;1;25570,75;25544,25;19/12/2025 16:01:25;19/12/2025 16:07:40;;;51,96 $;598,12 $;1,04 $;29,00 $;53,00 $;1,04 $;0;
409;MNQ 03-26;APEX4193400000012;;Short;1;25548,75;25541,25;19/12/2025 16:07:29;19/12/2025 16:07:43;;;13,96 $;612,08 $;1,04 $;15,00 $;15,00 $;1,04 $;0;
410;MNQ 03-26;SimBot;;Short;1;25552,75;25537,25;19/12/2025 16:10:09;19/12/2025 16:12:06;Entry;Stop4;29,78 $;641,86 $;1,22 $;14,50 $;65,50 $;35,72 $;0;
411;MNQ 03-26;SimBot;;Short;1;25552,75;25537,50;19/12/2025 16:10:09;19/12/2025 16:12:07;Entry;SimStop3;29,28 $;671,14 $;1,22 $;14,50 $;65,50 $;36,22 $;0;
412;MNQ 03-26;SimBot;;Short;1;25552,75;25523,25;19/12/2025 16:10:09;19/12/2025 16:15:22;Entry;Stop2;57,78 $;728,92 $;1,22 $;14,50 $;65,50 $;7,72 $;0;
413;MNQ 03-26;SimBot;;Short;1;25552,75;25547,25;19/12/2025 16:10:09;19/12/2025 16:16:15;Entry;Stop1;9,78 $;738,70 $;1,22 $;14,50 $;65,50 $;55,72 $;0;
414;MNQ 03-26;APEX4193400000012;;Long;1;25550,00;25558,50;19/12/2025 17:32:50;19/12/2025 17:37:15;;;15,96 $;754,66 $;1,04 $;26,50 $;17,00 $;1,04 $;0;
415;MNQ 03-26;APEX4193400000012;;Long;1;25550,00;25536,75;19/12/2025 17:32:50;19/12/2025 17:44:32;;;-27,54 $;727,12 $;1,04 $;26,50 $;17,00 $;44,54 $;0;
416;MNQ 03-26;APEX4193400000012;;Long;1;25550,00;25536,75;19/12/2025 17:32:50;19/12/2025 17:44:32;;;-27,54 $;699,58 $;1,04 $;26,50 $;17,00 $;44,54 $;0;
417;MNQ 03-26;APEX4193400000012;;Long;1;25550,00;25537,50;19/12/2025 17:32:50;19/12/2025 17:44:34;;;-26,04 $;673,54 $;1,04 $;26,50 $;17,00 $;43,04 $;0;
418;MNQ 03-26;APEX4193400000012;;Long;4;25555,25;25558,50;19/12/2025 19:43:46;19/12/2025 19:51:25;;;21,84 $;695,38 $;4,16 $;26,00 $;26,00 $;4,16 $;0;
419;MNQ 03-26;APEX4193400000012;;Long;4;25547,25;25558,50;19/12/2025 19:47:36;19/12/2025 19:51:25;;;85,84 $;781,22 $;4,16 $;90,00 $;90,00 $;4,16 $;0;
